title,company,description,onsite_remote,salary,location,criteria,posted_date,link 
Data Analyst,ConServe,Nan,hybrid,NaN,"Fairport, NY","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Financial Services'}]",2023-05-01,https://www.linkedin.com/jobs/view/data-analyst-at-conserve-3594709742?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=rxdIDMHZdRTjt2t5IFxfYQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Data Analyst,Epiroc,Nan,hybrid,NaN,"Garland, TX","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Mining'}]",2023-05-09,https://www.linkedin.com/jobs/view/business-data-analyst-at-epiroc-3596873224?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=fKv1NsUD01VwhcRStW9oaw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Market Data Analyst,Modus Health Group,Nan,hybrid,NaN,"Jenkintown, PA",[{'Employment type': 'Full-time'}],2023-02-14,https://www.linkedin.com/jobs/view/market-data-analyst-at-modus-health-group-3482942493?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=goBCocYJ%2BFUY45Sgp%2Bu4Sg%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Corporate Solutions Tech,Nan,hybrid,NaN,"Jersey City, NJ","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Banking'}]",2023-04-14,https://www.linkedin.com/jobs/view/data-analyst-at-corporate-solutions-tech-3566618589?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=srlSn1RpqmXVjd04Z9q4fQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Mobile Growth),ReachMobi,Nan,hybrid,NaN,"Bonita Springs, FL","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology, Analyst, and Marketing'}, {'Industries': 'Advertising Services and Technology, Information and Internet'}]",2023-06-02,https://www.linkedin.com/jobs/view/data-analyst-mobile-growth-at-reachmobi-2911217756?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=W%2FjplukRxhCyo3CXxV%2BAsA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Robert Half,Nan,hybrid,"$85,000.00
            -
            $95,000.00","Memphis, TN","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-05-26,https://www.linkedin.com/jobs/view/data-analyst-at-robert-half-3615989951?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=8MkRhqveIglAO6o5BT7jRA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Financial Data Analyst,Defense Acquisition Support Services LLC,Nan,hybrid,NaN,"Aberdeen Proving Ground, MD","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Strategy/Planning and Information Technology'}, {'Industries': 'Information Services'}]",2023-03-08,https://www.linkedin.com/jobs/view/financial-data-analyst-at-defense-acquisition-support-services-llc-3513196038?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=oywK4eiBTM%2Bx7WY8UEmaXQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Talent Group,Nan,hybrid,NaN,"Charlotte, NC","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-05-07,https://www.linkedin.com/jobs/view/data-analyst-at-talent-group-3619566054?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=CDfISbF3CqSS1wtSJYCeCA%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,"Donato Technologies, Inc.",Nan,hybrid,NaN,"Plano, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-03-22,https://www.linkedin.com/jobs/view/data-analyst-at-donato-technologies-inc-3534577635?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=hb7r%2F2wGPfbOItGR%2Bi7D7g%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Intelligence Analyst,Cinemark,Nan,hybrid,NaN,"Plano, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Research, Analyst, and Information Technology'}, {'Industries': 'Entertainment Providers'}]",2023-05-24,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-cinemark-3626013009?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=It28ZJkWnrTB%2Bj%2FXEQNFCA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,hackajob,Nan,hybrid,"$80,000.00
            -
            $110,000.00","Dallas, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-06-02,https://www.linkedin.com/jobs/view/data-analyst-at-hackajob-3625403788?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=p4k7vMppUAeSfk2IsoECKg%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Diverse Lynx,Nan,hybrid,NaN,"Plano, TX","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-05-11,https://www.linkedin.com/jobs/view/data-analyst-at-diverse-lynx-3623259071?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=1QDEbnZrDyUu3vG0X5OasQ%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Engineering Data Analyst,DB Engineering Inc.,Nan,hybrid,NaN,"Redmond, WA","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Analyst'}, {'Industries': 'Technology, Information and Internet and Facilities Services'}]",2023-05-31,https://www.linkedin.com/jobs/view/engineering-data-analyst-at-db-engineering-inc-3621780621?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=DmWWmCUUV%2BfCYrZlsu17Yw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst/Report Writer,ALIS Software LLC,Nan,hybrid,NaN,"Austin, TX","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2022-12-16,https://www.linkedin.com/jobs/view/data-analyst-report-writer-at-alis-software-llc-3400017699?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=4HC47ZtBgzqM%2B%2BoSa1%2FwEQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
"Associate, Data Analyst",Eleven Recruiting,Nan,hybrid,NaN,"El Segundo, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-05-30,https://www.linkedin.com/jobs/view/associate-data-analyst-at-eleven-recruiting-3440835324?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=6e6CdBB9n5kYlkf8Rl6YIg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,"PGS Worldwide, LLC",Nan,hybrid,"$26.88
            -
            $33.60","Linthicum, MD","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Defense and Space Manufacturing'}]",2023-06-06,https://www.linkedin.com/jobs/view/data-analyst-at-pgs-worldwide-llc-3624404710?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=CmrgWiTfQ%2BryK32qowuU%2Fg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
"Data Analyst (Mobile Growth) | HYBRID | Philadelphia, PA/Bonita Springs, FL",Sciprex,Nan,hybrid,NaN,"Philadelphia, PA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-05-08,https://www.linkedin.com/jobs/view/data-analyst-mobile-growth-hybrid-philadelphia-pa-bonita-springs-fl-at-sciprex-3599540353?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=HNkalDxXBhEN3D7ccz8I5Q%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Reporting Analyst,Wish Farms,Nan,hybrid,NaN,"Plant City, FL",[{'Employment type': 'Full-time'}],2023-04-14,https://www.linkedin.com/jobs/view/data-reporting-analyst-at-wish-farms-3570451629?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=qj%2F513ehEZIN3p1iJTr5ng%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,SecturaSOFT,Nan,hybrid,NaN,"Birmingham, AL","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-05-30,https://www.linkedin.com/jobs/view/data-analyst-at-secturasoft-3622771837?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=L%2FFN29u8wYJXQuJ6EdJrPw%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Airbus OneWeb Satellites,Nan,hybrid,NaN,"Merritt Island, FL","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Aviation and Aerospace Component Manufacturing'}]",2023-05-18,https://www.linkedin.com/jobs/view/data-analyst-at-airbus-oneweb-satellites-3611839140?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=f3lKMT8gOY1WSv%2Brqahrew%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Visualization Analyst,Adviser,Nan,hybrid,NaN,"Newton, MA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Financial Services'}]",2023-05-09,https://www.linkedin.com/jobs/view/data-visualization-analyst-at-adviser-3623136597?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=wu%2FzQmTTRm%2B1HEVzGX2QFA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Business Analyst,Apptad Inc.,Nan,hybrid,NaN,"Jacksonville, FL","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Research, Analyst, and Information Technology'}, {'Industries': 'Human Resources Services'}]",2023-06-05,https://www.linkedin.com/jobs/view/data-business-analyst-at-apptad-inc-3625958847?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=1Q9wyPYNMl5qVfH0H9N8Eg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
"Business Data Analyst || 1 day on site || [Boston, MA, 02115] ||",Steneral Consulting,Nan,hybrid,NaN,"Boston, MA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-05-04,https://www.linkedin.com/jobs/view/business-data-analyst-1-day-on-site-boston-ma-02115-at-steneral-consulting-3596134991?refId=gF%2F6cyDExL4fZAuGHeMQdA%3D%3D&trackingId=xnrZRgZCG9%2B%2FO72Mx2N8WA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Holovis,Nan,hybrid,NaN,"Orlando, FL","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Entertainment Providers'}]",2023-05-17,https://www.linkedin.com/jobs/view/data-analyst-at-holovis-3610125677?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=CFmsy6yVtHYk%2Faf3c%2FlRfA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Digital Janet,Nan,hybrid,NaN,"San Francisco, CA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-02-20,https://www.linkedin.com/jobs/view/data-analyst-at-digital-janet-3489238627?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=52gV%2BTmm8XD6GSEX26jnrg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Advanced MS Excel Skills),Steneral Consulting,Nan,hybrid,NaN,"Somerset, NJ","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-05-18,https://www.linkedin.com/jobs/view/data-analyst-advanced-ms-excel-skills-at-steneral-consulting-3608861401?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=SEJwXC0%2BoyI1bQwXGYKy%2Bw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
"Associate, Data Analyst",Eleven Recruiting,Nan,hybrid,NaN,"El Segundo, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-05-30,https://www.linkedin.com/jobs/view/associate-data-analyst-at-eleven-recruiting-3440835324?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=0HnljON2tIa6E60D7yQSPA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst - Part Time,M13 🚀,Nan,hybrid,NaN,"New York, NY","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Part-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Transportation, Logistics, Supply Chain and Storage'}]",2023-06-07,https://www.linkedin.com/jobs/view/data-analyst-part-time-at-m13-%F0%9F%9A%80-3626137350?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=%2BTEAoif2N0mOqkmHk3MR1A%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
SQL/Data Analysis-US,Zortech Solutions,Nan,hybrid,NaN,"Pittsburgh, PA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Human Resources Services'}]",2023-02-16,https://www.linkedin.com/jobs/view/sql-data-analysis-us-at-zortech-solutions-3483777078?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=HLCz%2FB8BfH6ie6GEyjRQZw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst Healthcare,Mb Staffing Services LLC,Nan,hybrid,NaN,"Washington, DC","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Human Resources'}]",2023-06-08,https://www.linkedin.com/jobs/view/data-analyst-healthcare-at-mb-staffing-services-llc-3631497379?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=Pl82NLu%2FtQ12grswKkPS1Q%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Software People Inc.,Nan,hybrid,NaN,"Boise, ID","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-03-23,https://www.linkedin.com/jobs/view/data-analyst-at-software-people-inc-3535403881?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=jL6kkM8VhmzDAQ51OLXY8Q%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,N1 Health,Nan,hybrid,NaN,"Boston, MA","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Transportation, Logistics, Supply Chain and Storage'}]",2023-05-03,https://www.linkedin.com/jobs/view/data-analyst-at-n1-health-3614333669?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=YJ%2FMVAnMnIOP1HjKoP%2FmcA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,"Business Plan Solutions, LLC",Nan,hybrid,NaN,"San Antonio, TX","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-05-23,https://www.linkedin.com/jobs/view/data-analyst-at-business-plan-solutions-llc-3615544177?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=sUfh5%2FznVoq38N3zvEoy7Q%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,"Donato Technologies, Inc.",Nan,hybrid,NaN,"Plano, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-03-22,https://www.linkedin.com/jobs/view/data-analyst-at-donato-technologies-inc-3534577635?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=2qU5UI%2FSFcYTBhaqGbg5Ng%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Global Network Technologies,Nan,hybrid,NaN,"Wichita, KS","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-05-24,https://www.linkedin.com/jobs/view/data-analyst-at-global-network-technologies-3614623824?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=TS20IyYKywKDQnYlG7ZkHQ%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Junior Data Analyst,"Donato Technologies, Inc.",Nan,hybrid,NaN,"Dallas, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Other'}, {'Industries': 'IT Services and IT Consulting'}]",2023-04-02,https://www.linkedin.com/jobs/view/junior-data-analyst-at-donato-technologies-inc-3584720568?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=NIgZCjzug%2BgOqa3Ia4FN7g%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Data Analyst,"Tesla Industries, Inc.",Nan,hybrid,NaN,"Austin, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Appliances, Electrical, and Electronics Manufacturing'}]",2023-05-13,https://www.linkedin.com/jobs/view/business-data-analyst-at-tesla-industries-inc-3615557328?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=n1AuLv%2Bxor0F%2BtJga7BnrA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Corporate Solutions Tech,Nan,hybrid,NaN,"Jersey City, NJ","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Banking'}]",2023-04-14,https://www.linkedin.com/jobs/view/data-analyst-at-corporate-solutions-tech-3566618589?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=SRr%2B30dBSYmpNTCVJF0BKg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Sr. Data Analyst,KORE1,Nan,hybrid,"$110,000.00
            -
            $125,000.00","Westlake Village, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-06-02,https://www.linkedin.com/jobs/view/sr-data-analyst-at-kore1-3624633939?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=oC0dhslBbp2dHd2zbPXR%2Bg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Data analyst,Stellar Professionals,Nan,hybrid,NaN,"Richmond, VA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Information Services, Government Relations Services, and Government Administration'}]",2023-02-20,https://www.linkedin.com/jobs/view/data-analyst-at-stellar-professionals-3488239050?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=H%2BMkzIVgSmLq6zzC9cctPA%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Software People Inc.,Nan,hybrid,NaN,"Boise, ID","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-03-22,https://www.linkedin.com/jobs/view/data-analyst-at-software-people-inc-3534840991?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=9LBqf7UI6wf%2FSnN9b7XZpw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Data Analyst,Pontera,Nan,hybrid,NaN,"New York, NY","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-05-25,https://www.linkedin.com/jobs/view/senior-data-analyst-at-pontera-3518427800?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=0KYRbLnAL4PQpihWHHhHDg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Entry Analyst,TekIntegral,Nan,hybrid,NaN,"Memphis, TN","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-06-06,https://www.linkedin.com/jobs/view/data-entry-analyst-at-tekintegral-3627655786?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=iiXUqMZcZ6L7GFoZZbaw3A%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Data Analyst,Apptad Inc.,Nan,hybrid,NaN,"Jacksonville, FL","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Human Resources Services'}]",2023-06-05,https://www.linkedin.com/jobs/view/senior-data-analyst-at-apptad-inc-3625954882?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=jNIdXGBFyrf9gv1BgRE53w%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Pacer Staffing LLC,Nan,hybrid,NaN,"Woodcliff Lake, NJ","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Motor Vehicle Manufacturing'}]",2022-12-14,https://www.linkedin.com/jobs/view/data-analyst-at-pacer-staffing-llc-3396901567?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=nOjSb4sUF1B3ZDdV1KPmDA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Infinite Computer Solutions,Nan,hybrid,NaN,"Austin, TX","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-03-30,https://www.linkedin.com/jobs/view/data-analyst-at-infinite-computer-solutions-3577708519?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=qt7qNptFkc3JqAxcdNA1Zw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,hackajob,Nan,hybrid,"$80,000.00
            -
            $110,000.00","Dallas, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-06-02,https://www.linkedin.com/jobs/view/data-analyst-at-hackajob-3625403788?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=UMQZ17%2FQrFpUxk8yLFQFBA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,MGP Ingredients,Nan,hybrid,NaN,"St Louis, MO","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Food and Beverage Services'}]",2023-05-12,https://www.linkedin.com/jobs/view/data-analyst-at-mgp-ingredients-3561263501?refId=3YOEnXDjTQfcY%2FPu0kSHmQ%3D%3D&trackingId=Ax%2BcJcutAKAhlFQOTK3AfA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Holovis,Nan,hybrid,NaN,"Orlando, FL","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Entertainment Providers'}]",2023-05-17,https://www.linkedin.com/jobs/view/data-analyst-at-holovis-3610125677?refId=4ce9%2F3trMZrh0Wf%2FQPx7mQ%3D%3D&trackingId=SmScM3C8V1oKeGe7IzhxPg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Digital Janet,Nan,hybrid,NaN,"San Francisco, CA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-02-20,https://www.linkedin.com/jobs/view/data-analyst-at-digital-janet-3489238627?refId=4ce9%2F3trMZrh0Wf%2FQPx7mQ%3D%3D&trackingId=wghg76qEoQnuOjIEOtgvqg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Advanced MS Excel Skills),Steneral Consulting,Nan,hybrid,NaN,"Somerset, NJ","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-05-18,https://www.linkedin.com/jobs/view/data-analyst-advanced-ms-excel-skills-at-steneral-consulting-3608861401?refId=4ce9%2F3trMZrh0Wf%2FQPx7mQ%3D%3D&trackingId=zCCpf%2FZ5%2BS3jCCVHvSwntQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
"Associate, Data Analyst",Eleven Recruiting,Nan,hybrid,NaN,"El Segundo, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-05-30,https://www.linkedin.com/jobs/view/associate-data-analyst-at-eleven-recruiting-3440835324?refId=4ce9%2F3trMZrh0Wf%2FQPx7mQ%3D%3D&trackingId=5vEil9x3wgEKzXMQlGxS6A%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst - Part Time,M13 🚀,Nan,hybrid,NaN,"New York, NY","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Part-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Transportation, Logistics, Supply Chain and Storage'}]",2023-06-07,https://www.linkedin.com/jobs/view/data-analyst-part-time-at-m13-%F0%9F%9A%80-3626137350?refId=4ce9%2F3trMZrh0Wf%2FQPx7mQ%3D%3D&trackingId=x7b06uIlaqBsYY55gL36LA%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
